publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	package_name	package_id	last_changed	access_start_date	access_end_date	medium	monograph_parent_collection_title	subject_area	status	listprice_eur	language	doi_identifier
A Quiet Revolution		9780300175059							https://www.degruyter.com/openurl?genre=book&isbn=9780300175059	Ahmed	9780300175059		fulltext		Yale University Press	monograph	2011	2011						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Sociology, other	current	78,95	eng	10.12987/9780300175059
A Quiet World		9780300130287							https://www.degruyter.com/openurl?genre=book&isbn=9780300130287	Myers	9780300130287		fulltext		Yale University Press	monograph	2008	2008						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Clinical Medicine, other	current	78,95	eng	10.12987/9780300130287
A Reader on Reading		9780300163049							https://www.degruyter.com/openurl?genre=book&isbn=9780300163049	Manguel	9780300163049		fulltext		Yale University Press	monograph	2010	2010						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Public and Political Communication	current	78,95	eng	10.12987/9780300163049
A Reference Grammar of Wappo		9780520916104							https://www.degruyter.com/openurl?genre=book&isbn=9780520916104	Thompson	9780520916104		fulltext		University of California Press	monograph	2006	2006						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book	UC Publications in Linguistics	Forensic Linguistics	current	211,95	eng	10.1525/9780520916104
A Reference Guide for English Studies		9780520321878							https://www.degruyter.com/openurl?genre=book&isbn=9780520321878	Marcuse	9780520321878		fulltext		University of California Press	monograph	1990	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	163,95	eng	10.1525/9780520321878
A Renaissance Court		9780520913455							https://www.degruyter.com/openurl?genre=book&isbn=9780520913455	Lubkin	9780520913455		fulltext		University of California Press	monograph	1994	1994		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520913455
A Renaissance Likeness		9780520333673							https://www.degruyter.com/openurl?genre=book&isbn=9780520333673	Starn	9780520333673		fulltext		University of California Press	monograph	1980	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520333673
A Republic of Mind and Spirit		9780300134773							https://www.degruyter.com/openurl?genre=book&isbn=9780300134773	Albanese	9780300134773		fulltext		Yale University Press	monograph	2008	2008						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		General Topics and Biblical Reception	current	96,95	eng	10.12987/9780300134773
A Revolution in Commerce		9780300150070							https://www.degruyter.com/openurl?genre=book&isbn=9780300150070		9780300150070		fulltext		Yale University Press	monograph	2007	2007			Horowitz			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Political Economics, other	current	107,95	eng	10.12987/9780300150070
A Right to Discriminate?		9780300155921							https://www.degruyter.com/openurl?genre=book&isbn=9780300155921	Koppelman	9780300155921		fulltext		Yale University Press	monograph	2009	2009						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-23	2021-01-01		Book		German Civil Code, other	current	74,95	eng	10.12987/9780300155921
A River Called Titash		9780520913189							https://www.degruyter.com/openurl?genre=book&isbn=9780520913189	Mallabarman	9780520913189		fulltext		University of California Press	monograph	1993	1993		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book	Voices from Asia	Other Nations and Languages	current	110,95	eng	10.1525/9780520913189
A Schoenberg Reader		9780300127126							https://www.degruyter.com/openurl?genre=book&isbn=9780300127126	Auner	9780300127126		fulltext		Yale University Press	monograph	2008	2008						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Music, general	current	132,95	eng	10.12987/9780300127126
A Schoolmaster&#39;s War		9780300252590							https://www.degruyter.com/openurl?genre=book&isbn=9780300252590	Ree	9780300252590		fulltext		Yale University Press	monograph	2020	2020						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		Military History	current	43,95	eng	10.12987/9780300252590
A Scotch Paisano in Old Los Angeles		9780520338555							https://www.degruyter.com/openurl?genre=book&isbn=9780520338555	Dakin	9780520338555		fulltext		University of California Press	monograph	1939	1939		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520338555
A Sea of Glass		9780520961111							https://www.degruyter.com/openurl?genre=book&isbn=9780520961111	Harvell	9780520961111		fulltext		University of California Press	monograph	2016	2016						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-07	2021-01-01		Book	Organisms and Environments	General Interest	current	159,95	eng	10.1525/9780520961111
A Seat at the Table		9780520940918							https://www.degruyter.com/openurl?genre=book&isbn=9780520940918	Smith	9780520940918		fulltext		University of California Press	monograph	2005	2005						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Indigenous Religions and Native Traditions	current	443,95	eng	10.1525/9780520940918
A Selected Bibliography of Southern California Maps		9780520351745							https://www.degruyter.com/openurl?genre=book&isbn=9780520351745		9780520351745		fulltext		University of California Press	monograph	1953	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520351745
A Selection of Early Statistical Papers of J. Neyman		9780520327016							https://www.degruyter.com/openurl?genre=book&isbn=9780520327016	Neyman	9780520327016		fulltext		University of California Press	monograph	1967	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520327016
A Self-Governing Dominion		9780520338043							https://www.degruyter.com/openurl?genre=book&isbn=9780520338043	Ellison	9780520338043		fulltext		University of California Press	monograph	1950	1950		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520338043
A Sensitive Person		9780300269093							https://www.degruyter.com/openurl?genre=book&isbn=9780300269093	Topol	9780300269093		fulltext		Yale University Press	monograph	2023	2023						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2023-01-18		Book	The Margellos World Republic of Letters	Prose	current	58,95	eng	
A Sentimental Journey through France and Italy by Mr. Yorick		9780520376137							https://www.degruyter.com/openurl?genre=book&isbn=9780520376137		9780520376137		fulltext		University of California Press	monograph	1967	2020		Reprint 2020	Stout			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520376137
A Shark Going Inland Is My Chief		9780520953833							https://www.degruyter.com/openurl?genre=book&isbn=9780520953833	Kirch	9780520953833		fulltext		University of California Press	monograph	2012	2012						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Classical Archaeology	current	237,95	eng	10.1525/9780520953833
A Shield in Space?		9780520328075							https://www.degruyter.com/openurl?genre=book&isbn=9780520328075	York	9780520328075		fulltext		University of California Press	monograph	1989	1989		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book	California studies on global conflict and cooperation	General Interest	current	110,95	eng	10.1525/9780520328075
A Short History of Chinese Art		9780520336544							https://www.degruyter.com/openurl?genre=book&isbn=9780520336544	Sullivan	9780520336544		fulltext		University of California Press	monograph	1967	2020		New, rev. printing, 1970, Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520336544
A Short History of Ireland, 1500-2000		9780300231472							https://www.degruyter.com/openurl?genre=book&isbn=9780300231472	Gibney	9780300231472		fulltext		Yale University Press	monograph	2018	2018						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		General European History	current	48,95	eng	10.12987/9780300231472
A Short History of the Gout and the Rheumatic Diseases		9780520339484							https://www.degruyter.com/openurl?genre=book&isbn=9780520339484		9780520339484		fulltext		University of California Press	monograph	1964	1964		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520339484
A Short History of War		9780300262957							https://www.degruyter.com/openurl?genre=book&isbn=9780300262957	Black	9780300262957		fulltext		Yale University Press	monograph	2021	2021						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-12-21		Book		Miscellaneous	current	48,95	eng	10.12987/9780300262957
A Short Life of Trouble		9780520942196							https://www.degruyter.com/openurl?genre=book&isbn=9780520942196	Tucker	9780520942196		fulltext		University of California Press	monograph	2008	2008						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-17	2021-01-01		Book		Architecture and Design, other    	current	237,95	eng	10.1525/9780520942196
A Single Roll of the Dice		9780300183771							https://www.degruyter.com/openurl?genre=book&isbn=9780300183771	Parsi	9780300183771		fulltext		Yale University Press	monograph	2012	2012						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		International Relations	current	53,95	eng	10.12987/9780300183771
A Skeptic Among Scholars		9780520914414							https://www.degruyter.com/openurl?genre=book&isbn=9780520914414	Frugé	9780520914414		fulltext		University of California Press	monograph	1993	1993						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Global History	current	334,95	eng	10.1525/9780520914414
A Smart Energy Policy		9780300149869							https://www.degruyter.com/openurl?genre=book&isbn=9780300149869	Griffin	9780300149869		fulltext		Yale University Press	monograph	2009	2009						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Political Economics, other	current	109,95	eng	10.12987/9780300149869
A Social Basis for Prewar Japanese Militarism		9780520328020							https://www.degruyter.com/openurl?genre=book&isbn=9780520328020	Smethurst	9780520328020		fulltext		University of California Press	monograph	1974	1974		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book	Publications of the Center for Japanese and Korean Studies	General Interest	current	110,95	eng	10.1525/9780520328020
A Social History of Hebrew		9780300199109							https://www.degruyter.com/openurl?genre=book&isbn=9780300199109		9780300199109		fulltext		Yale University Press	monograph	2013	2013			Collins			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book	The Anchor Yale Bible Reference Library	General Jewish History	current	68,95	eng	10.12987/9780300199109
A Social Ontology		9780300148565							https://www.degruyter.com/openurl?genre=book&isbn=9780300148565	Hunt	9780300148565		fulltext		Yale University Press	monograph	2000	2000						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Metaphysics, Ontology	current	146,95	eng	10.12987/9780300148565
A Social Revolution		9780520965843							https://www.degruyter.com/openurl?genre=book&isbn=9780520965843	Harris	9780520965843		fulltext		University of California Press	monograph	2017	2017						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Miscellaneous	current	443,95	eng	10.1525/9780520965843
A Spiritual Economy		9780300225143							https://www.degruyter.com/openurl?genre=book&isbn=9780300225143		9780300225143		fulltext		Yale University Press	monograph	2017	2017			Welborn			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book	Synkrisis	Textual History and Criticism	current	166,95	eng	10.12987/9780300225143
A State of Mixture		9780520961531							https://www.degruyter.com/openurl?genre=book&isbn=9780520961531	Payne	9780520961531		fulltext		University of California Press	monograph	2015	2015						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book	Transformation of the Classical Heritage	Ancient Near East	current	373,95	eng	10.1525/9780520961531
A Study in Wittgenstein’s Tractatus		9780520376809							https://www.degruyter.com/openurl?genre=book&isbn=9780520376809	Maslow	9780520376809		fulltext		University of California Press	monograph	1961	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520376809
A Study of Vermeer		9780520340695							https://www.degruyter.com/openurl?genre=book&isbn=9780520340695	Snow	9780520340695		fulltext		University of California Press	monograph	1994	1994		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520340695
A Surplus of Memory		9780520912595							https://www.degruyter.com/openurl?genre=book&isbn=9780520912595		9780520912595		fulltext		University of California Press	monograph	1993	1993		Reprint 2019	Harshav			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	150,95	eng	10.1525/9780520912595
A Survey of Race Relations in South Africa		9780520320840							https://www.degruyter.com/openurl?genre=book&isbn=9780520320840		9780520320840		fulltext		University of California Press	monograph	1973	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520320840
A Taste of Power		9780520960602							https://www.degruyter.com/openurl?genre=book&isbn=9780520960602	Vester	9780520960602		fulltext		University of California Press	monograph	2015	2015						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-09	2021-01-01		Book	California Studies in Food and Culture	United States of America	current	334,95	eng	10.1525/9780520960602
A Theory of Language and Mind		9780520313583							https://www.degruyter.com/openurl?genre=book&isbn=9780520313583	Bencivenga	9780520313583		fulltext		University of California Press	monograph	1997	1997		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520313583
A Theory of Militant Democracy		9780300189858							https://www.degruyter.com/openurl?genre=book&isbn=9780300189858	Kirshner	9780300189858		fulltext		Yale University Press	monograph	2014	2014						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		Political Science, other	current	166,95	eng	10.12987/9780300189858
A Tibetan Revolutionary		9780520940307							https://www.degruyter.com/openurl?genre=book&isbn=9780520940307	Sherap	9780520940307		fulltext		University of California Press	monograph	2004	2004						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-07	2021-01-01		Book		Global History	current	334,95	eng	10.1525/9780520940307
A Time of Lost Gods		9780520972636							https://www.degruyter.com/openurl?genre=book&isbn=9780520972636	Ng	9780520972636		fulltext		University of California Press	monograph	2020	2020						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Biological Anthropology	current	334,95	eng	10.1525/9780520972636
A Treatise on Social Justice / Theories of Justice		9780520341005							https://www.degruyter.com/openurl?genre=book&isbn=9780520341005	Barry	9780520341005		fulltext		University of California Press	monograph	1989	1989	1	Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book	California Series on Social Choice and Political Economy	Human Resources, Labor Practice,  Job and Career	current	110,95	eng	10.1525/9780520341005
